,Stock,Method,Index,FixN2,Use.r,Use.k,Use.q,Resilience,Prior.r.low,Prior.r.hi,Prior.k.low,Prior.k.hi,Prior.log.k,Prior.log.k.sd,Prior.q.low,Prior.q.hi,Prior.log.q,Prior.log.q.sd,r,r.low,r.high,k,k.low,k.high,msy,msy.low,msy.high,fmsy,fmsy.low,fmsy.high,bmsy,bmsy.low,bmsy.high,b.end,b.end.low,b.end.high,bbmsy,bbmsy.low,bbmsy.high,f.end,f.end.low,f.end.high,ffmsy,ffmsy.low,ffmsy.high,Converge,Prior.Warn,Fit.Warn
18,Whg_7_bk,SPICT,1,N,Y,N,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.522443125,0.051879176,0.993007073,0.875512845,-4.264115474,6.015141165,0.13930958,0.00054727,35.46177209,0.37627162,0.1928526,0.73413751,0.3702566,0.00112854,121.4749773,0.00130549,0.00051578,0.00330431,0.0035259,0.000008,1.55462611,1.1904061,0.50460843,2.80825009,3.16368827,1.32220426,7.56987689,Convergence: 0  MSG: relative convergence (4),,
19,Whg_7_bk,SPICT,1,N,Y,Y,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.611319252,0.153942414,1.06869609,0.219656467,0.000667668,0.438645266,0.03942897,0.01341264,0.11590889,0.41122322,0.2284551,0.74020906,0.09588683,0.03616214,0.25425168,0.00142151,0.00056863,0.00355364,0.01482487,0.00387036,0.05678464,1.09616681,0.47113396,2.55040345,2.6656248,1.41986723,5.00438029,Convergence: 0  MSG: relative convergence (4),,
110,Whg_7_bk,SPICT,All,N,N,N,N,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,1.528316033,NA,NA,0.019885641,NA,NA,0.01638402,NA,NA,3.65607332,NA,NA,0.00448011,NA,NA,0.01776844,0.01570577,0.02010201,3.96607534,3.03778335,5.17803668,0.09160943,0.0615959,0.13624752,0.02505678,0.01584865,0.03961488,Convergence: 1  MSG: false convergence (8),,
111,Whg_7_bk,SPICT,All,Y,N,N,N,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,26.71755276,12.2742303,41.16087522,0.002220957,0.000977542,0.003464372,0.01485278,0.013334,0.01654456,13.37652676,7.82231051,22.87450339,0.00111036,0.00063459,0.00194283,0.00206367,0.00112693,0.00377905,1.85855544,1.45220523,2.37860892,0.75260919,0.37363157,1.51598696,0.05626342,0.03598358,0.0879727,Convergence: 1  MSG: false convergence (8),,
112,Whg_7_bk,SPICT,All,Y,Y,N,N,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.715192703,0.074429029,1.355956378,0.144735533,-0.132237383,0.421708449,0.0247203,0.00653509,0.09350954,0.35133708,0.14168788,0.87119475,0.07039578,0.01034164,0.47918547,0.14004105,0.02000201,0.98047612,1.98933883,1.57551786,2.51185284,0.0115878,0.00163443,0.0821554,0.03298199,0.00825965,0.13170201,Convergence: 0  MSG: relative convergence (4),,
113,Whg_7_bk,SPICT,All,Y,Y,Y,N,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.652458111,0.2426167,1.062299521,0.188201758,0.011341442,0.365062074,0.02931556,0.01245614,0.06899422,0.32031344,0.16866217,0.60832076,0.09156825,0.03571886,0.23474277,0.18250802,0.06879694,0.48416659,1.99313656,1.57654477,2.51981004,0.00892223,0.00315588,0.02522474,0.02785469,0.01076181,0.07209604,Convergence: 0  MSG: relative convergence (4),,
114,Whg_7_bk,SPICT,All,Y,Y,N,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,8.675022809,5.912729634,11.43731598,0.006514395,0.004651095,0.008377694,0.01432715,0.01224168,0.01676791,4.42475996,3.27244609,5.98283368,0.00323756,0.00245286,0.0042733,0.00613842,0.0043661,0.00863018,1.89600038,1.55103622,2.31768762,0.25840069,0.1538401,0.43402805,0.0583988,0.03695188,0.09229356,Convergence: 0  MSG: relative convergence (4),,
115,Whg_7_bk,SPICT,All,Y,Y,Y,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.491930365,0.291290632,0.692570099,0.185638547,-0.013690914,0.384968007,0.01685007,0.00561177,0.05059456,0.2182682,0.14582217,0.32670619,0.07895787,0.02671277,0.23338446,0.00853367,0.00531147,0.0137106,0.10807875,0.03276154,0.35654658,0.1920857,0.10766025,0.34271624,0.8800444,0.46877036,1.65214827,Convergence: 0  MSG: relative convergence (4),,
116,Whg_7_bk,SPICT,All,N,Y,Y,N,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.473040855,0.395830398,0.550251312,0.078764253,0.037172064,0.120356441,0.01870591,0.01397782,0.02503331,0.98133805,0.68250575,1.41101282,0.01906156,0.01015067,0.03579497,0.07206088,0.04013683,0.12937672,3.78042961,2.8013158,5.10176255,0.0225746,0.00889368,0.0573005,0.02300389,0.01154892,0.04582066,Convergence: 1  MSG: false convergence (8),,
117,Whg_7_bk,SPICT,All,N,Y,N,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.52992484,0.060448855,0.999400825,0.089047482,-0.037016971,0.215111934,0.00868081,0.00251128,0.03000725,0.23438115,0.14906494,0.36852746,0.03788127,0.00940061,0.15264865,0.00861305,0.00535164,0.01386203,0.2273695,0.05173543,0.99925508,0.18928141,0.10546287,0.33971628,0.80757949,0.40643889,1.60463148,Convergence: 0  MSG: relative convergence (4),,
118,Whg_7_bk,SPICT,All,N,Y,Y,Y,Medium,0.2,0.8,0.023791875,0.38067,-1.59834498,0.535016541,124702.381,498809.5238,12.64997596,0.229072683,0.47642344,0.073164625,0.879682255,0.18548373,-0.013047687,0.384015147,0.01655212,0.00515208,0.0531771,0.21730444,0.14337361,0.32935783,0.07789538,0.02525638,0.24024386,0.00851543,0.00528708,0.01371505,0.10931883,0.03224453,0.37062426,0.1923523,0.10766348,0.34365792,0.88517425,0.4638007,1.68937531,Convergence: 0  MSG: relative convergence (4),,
